timestamp,mean_abs_ch0,mean_abs_ch1,mean_abs_ch2,mean_abs_ch3,rms_ch0,rms_ch1,rms_ch2,rms_ch3,kurtosis_ch0,kurtosis_ch1,kurtosis_ch2,kurtosis_ch3,shape_ch0,shape_ch1,shape_ch2,shape_ch3,impulse_ch0,impulse_ch1,impulse_ch2,impulse_ch3,crest_ch0,crest_ch1,crest_ch2,crest_ch3,entropy_ch0,entropy_ch1,entropy_ch2,entropy_ch3
2004-02-17 00:02:39,0.7746236689795382,0.8031469048661071,0.7872436821753224,0.800610204204079,0.9999999999999968,0.9999999999999991,0.9999999999999952,1.0000000000000013,0.6757103362637591,-0.08130941195325336,0.5272126266368509,-0.01226055118916003,1.2909494507408499,1.2451022271781145,1.2702547160960145,1.2490472826213155,6.402194836724084,4.8423856344576395,7.950146963397112,5.227867428789548,4.9592916539450815,3.889147034482757,6.25870296929973,4.185484009715048,5.345816581168762,5.612764255880274,5.173892346368647,5.541680421374358
2004-02-16 00:02:39,0.7972009394038778,0.8014343399643675,0.7849359558605312,0.7963385439801128,0.9999999999999988,1.000000000000002,1.0000000000000016,0.9999999999999973,0.1276359717400064,-0.053315223676317025,0.48058748704465337,0.07165402058699577,1.254388888136243,1.2477628548390662,1.2739892885957733,1.255747329523925,6.135467526826301,5.7060068525635055,7.223722962990246,5.597066905198095,4.891200476067921,4.572989835716382,5.670159888826409,4.457160109844739,5.349789085973903,5.4459749607498225,5.228601556478,5.518824782027506
2004-02-14 14:32:39,0.7955584278462136,0.8032636069521141,0.7855326201656812,0.7975235553301714,1.0000000000000022,1.0000000000000002,1.0000000000000033,1.0000000000000009,0.14432384945296706,-0.1344866943041758,0.4715299849406418,-0.009496237363672222,1.25697870200089,1.2449213326050939,1.2730216089423347,1.2538814600729944,5.598921791867031,5.141557697507291,6.682016289543259,5.895058904658263,4.454269418371631,4.130026181452112,5.248941763914661,4.701448336523839,5.485865444433635,5.5813052730774455,5.309962023044966,5.487581634295672
2004-02-15 14:32:39,0.790849946143482,0.7993082047045346,0.7837209966417504,0.796621649074899,0.9999999999999988,0.9999999999999986,0.9999999999999988,1.0000000000000007,0.30722433978951935,-0.021632326083171005,0.5667589652167697,0.060933601634754364,1.2644623735215772,1.2510818656861529,1.2759642835715839,1.2553010593690004,6.177975912086594,5.385140556478304,8.23634232287346,5.631687131847574,4.885851917349418,4.304387030280258,6.454994413965026,4.486323890046299,5.3713030750434205,5.527814654968979,5.1071585929184335,5.5196808037283525
2004-02-12 11:22:39,0.793875703663548,0.8016930049715931,0.7778964911167808,0.7945229436876426,0.999999999999998,1.0000000000000018,1.0000000000000016,1.0000000000000009,0.16223057906127814,-0.037995043391545025,0.9572518404883268,0.12416602664674503,1.259643034023129,1.2473602660851897,1.2855180752446378,1.2586168945086362,5.63184865340363,5.399739398438551,8.05438620756466,5.510172278781298,4.4709878126474205,4.3289333043976965,6.265478768963935,4.377958299163359,5.438029803263975,5.521223899166544,5.1342423096747964,5.4647476511735995
2004-02-13 11:22:39,0.7918925027876056,0.8024007316928262,0.7851632438729486,0.7950856432288426,1.0000000000000007,0.9999999999999989,0.9999999999999992,0.9999999999999991,0.29630187786336926,-0.07616218527484753,0.5739805110393972,0.08955721435499431,1.2627976606418407,1.246260079910816,1.2736204958695374,1.2577261437384273,6.6486304129393865,5.433633150348131,7.661245492281507,5.393815732229762,5.2650005778123585,4.359951215589741,6.015328362826757,4.288545450917755,5.3043252575369735,5.529881639618017,5.2141049946559335,5.512382943184489
2004-02-17 02:22:39,0.7750017924735493,0.8056147188740974,0.7810085579708015,0.7972972111065477,0.9999999999999972,0.9999999999999974,0.9999999999999988,1.0000000000000009,0.5658576269408937,-0.15089546370903584,0.8598629418823092,0.014653006995891449,1.2903195963048397,1.241288145029881,1.2803957009103406,1.2542374237232403,5.496698780935414,4.810147823797127,10.171861176910216,5.599676741503548,4.259951407912131,3.8751258868111838,7.944310629657837,4.464606649098976,5.4795158977157925,5.613618402502794,5.0347980002933,5.439243988206299
2004-02-16 02:22:39,0.7934370924834157,0.8031890160482096,0.7804109387796971,0.7920880135747829,1.0000000000000016,0.9999999999999998,1.0000000000000004,1.0000000000000004,0.16876737620116167,-0.10749233262725744,0.8939458455971585,0.16797325234618077,1.2603393633514852,1.2450369464962616,1.2813761959355252,1.262485964769101,5.717697587012972,5.175779864356634,8.733739831777786,5.4829466208448965,4.536633349139007,4.157129536534741,6.815906101175334,4.3429762974416,5.419653444128936,5.553098612549996,5.0597069344716274,5.5044988283917125
2004-02-18 15:52:39,0.7750361723361994,0.7991917030642282,0.7978025699355624,0.797795686413162,1.000000000000001,1.0000000000000007,0.9999999999999999,0.9999999999999948,0.734200842857065,-0.016243447941693745,0.05901014565302143,-0.01349289142610699,1.2902623589627966,1.2512642413151207,1.253442941504649,1.2534537564322143,7.510605781456327,6.164044954227305,5.913224528203779,4.833636299181101,5.820991156786035,4.926253584733378,4.7175857252069795,3.856254189176782,5.3377878740839675,5.4527228284673726,5.4305949229806485,5.5865532141165435
2004-02-14 16:12:39,0.7955453177573892,0.8040755631460467,0.7859430984001554,0.7976397299453419,1.000000000000003,1.0,0.9999999999999986,1.0000000000000024,0.09812193766027288,-0.10915173060353345,0.4889462847662509,0.03611749616952942,1.25699941622303,1.2436642099747122,1.2723567419009998,1.2536988347715918,5.8710063928944,5.535524367077529,6.962154197547489,5.37434935235919,4.670651646390825,4.450979872766528,5.4718570415601295,4.286794566047697,5.419387705734763,5.523935138137005,5.321787544256184,5.501113648511782
